shipment_id,order_line_key,shipment_date,Customer_Key,Plant_Key,Material_Key,Delivery_Qty,Ship_Method,Carrier,Tracking_Number
6025,6225,2025-01-09,8045,5,5464,333,Parcel,XPO,TRK5225424532
6026,6226,2025-10-07,42446,13,6962,584,Air,DB Schenker,TRK3588579110
6027,6227,2027-01-03,39072,26,8438,2,Parcel,XPO,TRK7588426579
6028,6228,2026-03-25,8146,25,1276,130,Parcel,FedEx,TRK9575701049
6029,6228,2026-03-27,8146,25,1276,156,FTL,DB Schenker,TRK6420921480
6030,6229,2025-05-29,1434,29,1218,121,LTL,UPS,TRK4891828091
6031,6231,2024-12-22,603,10,5696,251,FTL,DB Schenker,TRK5947766772
6032,6231,2024-12-24,603,10,5696,190,LTL,Maersk,TRK3843684994
6033,6232,2026-10-24,48105,25,3222,365,LTL,XPO,TRK8916785416
6034,6232,2026-10-26,48105,25,3222,215,Air,DHL,TRK7725625431
6035,6233,2025-01-23,5045,24,6217,238,LTL,DB Schenker,TRK7823958469
6036,6234,2025-05-10,45344,32,1782,576,FTL,DHL,TRK2617516796
6037,6235,2026-03-09,45953,28,8933,442,Air,DHL,TRK3489617948
6038,6236,2025-08-30,16626,8,5462,597,LTL,Maersk,TRK9603947695
6039,6237,2025-06-10,16037,32,4176,207,Air,FedEx,TRK6965381063
6040,6238,2026-11-16,43774,20,7514,151,Parcel,XPO,TRK6919161206
6041,6240,2026-09-26,201,30,4789,187,Parcel,DB Schenker,TRK5572057052
6042,6241,2026-01-23,3114,7,9242,269,LTL,DHL,TRK6085049950
6043,6243,2026-04-01,26498,30,7635,627,FTL,Maersk,TRK8470622021
6044,6244,2026-06-21,13432,33,2035,563,LTL,DHL,TRK5719871185
6045,6245,2025-04-15,18933,35,215,327,Parcel,FedEx,TRK6742042560
6046,6246,2025-10-16,33144,17,1433,178,Parcel,Maersk,TRK7227258270
6047,6247,2026-10-29,74,10,7175,162,Air,FedEx,TRK4771914645
6048,6248,2027-01-15,2754,10,3417,552,Parcel,Maersk,TRK6151479945
6049,6250,2025-08-04,1609,18,4526,8,Air,XPO,TRK4973227193
6050,6250,2025-08-06,1609,18,4526,25,LTL,XPO,TRK9247483139
6051,6251,2025-07-24,36268,11,9471,66,Air,DB Schenker,TRK2164518141
6052,6251,2025-07-26,36268,11,9471,218,FTL,DHL,TRK4246596360
6053,6253,2025-12-05,12434,25,35,469,FTL,DB Schenker,TRK7090149436
6054,6254,2025-05-16,3928,3,8680,34,Air,FedEx,TRK3765978139
6055,6254,2025-05-18,3928,3,8680,481,Air,XPO,TRK6182272713
6056,6255,2026-06-29,7564,5,8488,223,Parcel,Maersk,TRK4280290881
6057,6257,2025-03-14,1251,30,2157,628,LTL,DHL,TRK4094922965
6058,6258,2025-06-25,3581,6,6154,375,Air,XPO,TRK5210002516
6059,6259,2024-10-11,1366,25,4925,619,Parcel,Maersk,TRK3098975717
6060,6261,2026-02-22,1634,21,3339,47,FTL,UPS,TRK1245047164
6061,6261,2026-02-24,1634,21,3339,45,LTL,FedEx,TRK7806697935
6062,6262,2025-06-18,11305,11,1730,20,Air,DB Schenker,TRK2689739582
6063,6262,2025-06-20,11305,11,1730,326,Parcel,Maersk,TRK9944359802
6064,6263,2025-04-19,6707,4,4673,130,LTL,UPS,TRK3559027375
6065,6264,2025-08-10,8081,6,7238,86,Parcel,UPS,TRK4334791402
6066,6264,2025-08-12,8081,6,7238,41,Parcel,UPS,TRK8200004314
6067,6265,2026-02-08,15393,28,3098,235,Air,DB Schenker,TRK6311875043
6068,6266,2025-08-18,1331,1,1095,81,Parcel,DB Schenker,TRK8586530088
6069,6267,2025-06-18,2473,28,2149,653,LTL,DB Schenker,TRK9538445865
6070,6268,2025-01-04,39540,2,7801,59,Air,XPO,TRK2081091019
6071,6269,2024-12-04,450,34,5809,17,LTL,FedEx,TRK5258427995
6072,6272,2025-09-26,11515,28,3962,363,FTL,DHL,TRK8462424467
6073,6273,2026-05-08,1188,34,183,272,Parcel,FedEx,TRK1636478081
6074,6275,2026-08-27,9959,1,290,445,FTL,UPS,TRK2999163670
6075,6276,2024-10-04,8935,25,2669,289,FTL,Maersk,TRK7477650539
6076,6277,2026-06-12,46649,30,7669,204,FTL,DB Schenker,TRK8816516164
6077,6278,2027-01-06,4310,30,8687,668,LTL,DHL,TRK4793314471
6078,6279,2026-03-24,30539,3,1906,210,FTL,FedEx,TRK8669455111
6079,6282,2025-09-23,14011,24,7878,579,FTL,UPS,TRK4715855553
6080,6283,2025-12-13,43478,7,3065,116,Parcel,FedEx,TRK7055945071
6081,6286,2026-05-12,1986,13,3536,235,FTL,UPS,TRK1103789983
6082,6287,2025-02-18,34989,9,1167,443,LTL,XPO,TRK9524063310
6083,6288,2026-04-22,7862,4,9467,69,Air,UPS,TRK2307652439
6084,6289,2024-10-06,32092,16,4851,228,LTL,DHL,TRK9143229258
6085,6290,2025-10-17,45229,19,3961,27,FTL,XPO,TRK7240121292
6086,6291,2025-11-02,2366,2,4258,657,Air,DHL,TRK9552453527
6087,6292,2025-07-19,7591,14,8604,3,Parcel,UPS,TRK8104850512
6088,6293,2025-06-21,9775,14,8146,589,Air,Maersk,TRK2715420740
6089,6294,2024-10-27,42857,27,392,603,FTL,Maersk,TRK5028714881
6090,6295,2025-06-08,4237,7,6565,66,LTL,XPO,TRK8614006752
6091,6296,2026-04-11,32294,6,1519,152,Air,Maersk,TRK9408061282
6092,6297,2026-06-19,46964,30,8646,663,LTL,DB Schenker,TRK6839232956
6093,6298,2025-04-15,20098,30,3731,8,Air,XPO,TRK7615496114
6094,6299,2024-09-27,2266,20,8003,289,Parcel,Maersk,TRK7604821828
6095,6300,2026-02-11,37352,8,9213,323,FTL,DHL,TRK9159159984
6096,6301,2025-05-15,40556,17,898,108,FTL,DB Schenker,TRK9657788629
6097,6301,2025-05-17,40556,17,898,283,Air,UPS,TRK3083634622
6098,6302,2025-07-11,24563,30,6087,61,Parcel,FedEx,TRK9768281193
6099,6302,2025-07-13,24563,30,6087,332,Parcel,DB Schenker,TRK6329153430
6100,6304,2026-01-02,3135,34,8080,419,Air,DHL,TRK9120609168
6101,6305,2026-06-04,25470,21,8206,160,FTL,DB Schenker,TRK2099330446
6102,6306,2026-11-29,9392,2,5333,24,FTL,DHL,TRK4025064349
6103,6306,2026-12-01,9392,2,5333,22,LTL,DHL,TRK6930530781
6104,6308,2024-11-08,7753,16,9404,418,LTL,UPS,TRK2352371957
6105,6309,2025-06-07,5096,8,1355,91,Air,FedEx,TRK7661813457
6106,6311,2026-04-24,22076,23,7691,163,FTL,DB Schenker,TRK2727414887
6107,6312,2025-11-12,25168,21,9862,102,FTL,UPS,TRK2522012604
6108,6312,2025-11-14,25168,21,9862,63,Air,DHL,TRK8532216068
6109,6313,2025-08-27,9537,14,7619,526,Air,UPS,TRK8480601763
6110,6315,2025-10-18,1510,6,8832,391,Parcel,UPS,TRK6780950074
6111,6315,2025-10-20,1510,6,8832,374,LTL,DB Schenker,TRK8353337235
6112,6316,2026-11-03,48564,20,6740,106,Parcel,DB Schenker,TRK9627561986
6113,6317,2026-07-03,48411,3,3873,494,Air,Maersk,TRK3104048894
6114,6318,2025-04-26,25964,31,486,446,FTL,Maersk,TRK1930344418
6115,6319,2026-03-02,23267,18,8303,257,Air,UPS,TRK9259074729
6116,6320,2026-03-06,1880,7,5136,611,FTL,Maersk,TRK6439422490
6117,6323,2026-10-08,28113,20,7350,515,Parcel,FedEx,TRK6124802037
6118,6324,2026-11-23,17897,14,3034,16,Air,DHL,TRK9819845997
6119,6324,2026-11-25,17897,14,3034,18,Parcel,UPS,TRK9928847356
6120,6326,2025-02-10,3008,35,7093,143,Air,Maersk,TRK4521234791
6121,6327,2026-11-02,48028,27,3991,130,FTL,XPO,TRK1038701871
6122,6328,2024-11-04,22040,5,8936,581,FTL,UPS,TRK9981041658
6123,6329,2024-08-28,5907,7,6057,108,Air,XPO,TRK9995511709
6124,6329,2024-08-30,5907,7,6057,181,Parcel,FedEx,TRK9761027151
6125,6331,2025-12-15,33055,26,751,143,FTL,UPS,TRK9606498611
6126,6331,2025-12-17,33055,26,751,147,LTL,FedEx,TRK9822384475
6127,6332,2025-03-16,5167,14,4909,43,LTL,Maersk,TRK1599055008
6128,6332,2025-03-18,5167,14,4909,67,Air,UPS,TRK2995105809
6129,6333,2026-11-16,19942,29,9398,361,FTL,DB Schenker,TRK5861277600
6130,6335,2026-12-17,38955,35,1243,289,Parcel,UPS,TRK1108137544
6131,6336,2026-01-16,1013,11,431,190,FTL,DB Schenker,TRK4492439946
6132,6338,2025-10-20,10536,3,5811,44,Parcel,FedEx,TRK9964734572
6133,6340,2024-12-25,21676,17,1846,154,Parcel,DB Schenker,TRK6022468564
6134,6341,2025-01-27,26957,16,332,504,LTL,DHL,TRK4186729274
6135,6342,2026-01-04,2453,17,7840,558,Parcel,DB Schenker,TRK5081377355
6136,6344,2025-06-01,9734,6,7305,39,FTL,DHL,TRK4524676570
6137,6346,2027-02-10,2100,11,6126,110,FTL,XPO,TRK6236581346
6138,6347,2024-11-18,28237,23,5250,569,LTL,UPS,TRK4710475324
6139,6349,2024-11-27,8464,11,6394,316,Parcel,DB Schenker,TRK7935508985
6140,6350,2024-12-16,4483,3,710,77,FTL,DB Schenker,TRK6137820354
6141,6351,2024-11-16,12336,26,1924,91,LTL,XPO,TRK9720962456
6142,6352,2026-02-02,6945,29,9871,657,Air,Maersk,TRK6015998453
6143,6353,2025-03-27,20029,3,2293,489,LTL,Maersk,TRK8056812715
6144,6354,2026-09-25,34830,9,1163,561,LTL,Maersk,TRK3917993131
6145,6355,2026-03-29,8906,15,8838,78,Air,Maersk,TRK1230730673
6146,6356,2024-10-04,15795,16,7671,650,LTL,DB Schenker,TRK8420302940
6147,6357,2025-05-04,48249,16,577,547,Air,Maersk,TRK3013701716
6148,6358,2026-09-02,42786,7,4888,430,Parcel,DB Schenker,TRK6821465104
6149,6359,2025-08-29,2583,19,7197,14,Parcel,DHL,TRK9552837721
6150,6359,2025-08-31,2583,19,7197,27,LTL,DHL,TRK8357537872
6151,6360,2025-03-02,6845,19,5610,49,LTL,DHL,TRK3158866562
6152,6360,2025-03-04,6845,19,5610,253,LTL,UPS,TRK1949002392
6153,6361,2025-02-16,338,5,1222,554,Air,XPO,TRK2549654127
6154,6362,2026-01-13,4652,25,205,182,FTL,DHL,TRK8665098376
6155,6363,2026-05-12,15106,20,5764,217,FTL,FedEx,TRK5943900202
6156,6364,2026-06-26,3358,9,9553,178,FTL,DHL,TRK6437191196
6157,6365,2026-05-06,15655,8,404,207,Air,Maersk,TRK3234848502
6158,6366,2026-07-19,6774,29,7410,372,Air,Maersk,TRK2855975631
6159,6367,2026-06-28,5481,16,2433,34,LTL,DHL,TRK4103346139
6160,6367,2026-06-30,5481,16,2433,93,Parcel,DHL,TRK8801215265
6161,6369,2025-05-29,6035,22,1235,264,Air,UPS,TRK2483954289
6162,6370,2024-12-12,10171,18,9045,430,LTL,XPO,TRK3823805555
6163,6371,2025-08-05,21675,18,4230,233,Air,DB Schenker,TRK4491202482
6164,6371,2025-08-07,21675,18,4230,266,Air,UPS,TRK8340626705
6165,6373,2024-11-18,34015,3,1377,241,Air,UPS,TRK3880271567
6166,6373,2024-11-20,34015,3,1377,200,Parcel,UPS,TRK3527509634
6167,6374,2025-06-06,241,4,3275,342,FTL,DB Schenker,TRK8478278117
6168,6375,2025-07-30,28231,16,251,628,Parcel,Maersk,TRK6198366899
6169,6376,2025-05-23,9225,1,29,141,FTL,DHL,TRK6246889584
6170,6379,2024-10-29,24692,28,7110,568,FTL,FedEx,TRK1823014655
6171,6380,2024-12-01,23360,32,2960,500,LTL,DB Schenker,TRK4821527978
6172,6381,2027-01-23,39926,7,4891,66,LTL,Maersk,TRK5848666329
6173,6381,2027-01-25,39926,7,4891,69,Air,FedEx,TRK3798004206
6174,6383,2026-08-17,1499,28,9551,137,Parcel,Maersk,TRK7699525893
6175,6384,2024-08-19,19298,21,5409,665,Parcel,FedEx,TRK1107550797
6176,6385,2026-08-28,2610,29,6103,493,Air,FedEx,TRK9422368291
6177,6386,2026-05-24,49376,4,3375,424,Air,Maersk,TRK9259320617
6178,6387,2026-06-30,3486,23,7828,561,FTL,Maersk,TRK1112532983
6179,6388,2025-05-27,44699,5,3022,160,FTL,Maersk,TRK8395646076
6180,6391,2026-12-29,14375,27,3187,166,Air,DB Schenker,TRK7173267455
6181,6394,2026-08-21,1225,25,9823,131,FTL,XPO,TRK6469029731
6182,6395,2026-01-18,47100,6,765,42,FTL,XPO,TRK8046736301
6183,6396,2024-09-08,285,35,1771,65,Parcel,DB Schenker,TRK9021874056
6184,6396,2024-09-10,285,35,1771,421,LTL,FedEx,TRK1633890770
6185,6397,2025-05-09,9420,30,7191,554,Parcel,FedEx,TRK1196458146
6186,6398,2025-04-17,3974,27,570,416,Parcel,XPO,TRK9964493016
6187,6399,2026-05-15,21742,6,7549,613,Air,Maersk,TRK2917337455
6188,6402,2024-09-29,9854,16,7230,343,FTL,Maersk,TRK6250503553
6189,6403,2025-06-28,8585,2,9836,549,LTL,XPO,TRK9033475186
6190,6405,2025-04-26,10138,14,1488,176,FTL,FedEx,TRK6975592814
6191,6406,2024-10-22,1966,29,7257,618,Parcel,FedEx,TRK6854033400
6192,6408,2025-08-11,6096,28,5111,191,Parcel,FedEx,TRK2009367614
6193,6409,2026-05-11,5443,28,3407,660,FTL,Maersk,TRK5962229742
6194,6411,2025-07-29,4312,27,9750,464,Parcel,DHL,TRK4499672317
6195,6412,2027-01-18,4704,4,2617,362,Air,DB Schenker,TRK3830011243
6196,6413,2025-04-08,3255,26,65,419,Air,FedEx,TRK6821949442
6197,6414,2025-08-08,7166,3,8136,498,FTL,XPO,TRK8004825043
6198,6415,2025-11-12,9744,18,1151,514,LTL,Maersk,TRK1921234195
6199,6416,2025-02-01,44991,29,3600,190,Air,FedEx,TRK6003556898
6200,6417,2026-05-07,40929,21,1695,15,Air,UPS,TRK9261158692
6201,6417,2026-05-09,40929,21,1695,30,FTL,DHL,TRK6250151308
6202,6420,2024-08-29,5771,4,7598,374,Air,Maersk,TRK3138379205
6203,6421,2025-06-26,35523,4,6033,219,FTL,FedEx,TRK8113846665
6204,6422,2025-04-09,32544,20,5258,46,Parcel,XPO,TRK2639051387
6205,6422,2025-04-11,32544,20,5258,95,LTL,Maersk,TRK2135469600
6206,6423,2025-09-13,26647,17,3649,172,LTL,Maersk,TRK3256452659
6207,6423,2025-09-15,26647,17,3649,544,Parcel,UPS,TRK2566634022
6208,6424,2026-05-09,45704,4,1350,566,Parcel,XPO,TRK5483383002
6209,6425,2026-09-26,1027,15,9385,94,LTL,DHL,TRK3927342899
6210,6425,2026-09-28,1027,15,9385,191,FTL,DB Schenker,TRK1809899636
6211,6426,2025-10-17,25753,8,7371,252,FTL,FedEx,TRK1253096432
6212,6427,2025-03-04,1551,11,3093,148,FTL,UPS,TRK6581691074
6213,6428,2026-03-07,9830,14,1040,339,LTL,DB Schenker,TRK1461765704
6214,6429,2026-05-05,19564,4,484,186,Parcel,DB Schenker,TRK5650437849
6215,6430,2024-11-27,6651,25,4860,89,Air,DHL,TRK5178657987
6216,6431,2024-09-22,32194,33,2914,153,Air,FedEx,TRK5656839024
6217,6432,2026-06-05,9483,15,4283,242,LTL,Maersk,TRK7423783713
6218,6433,2025-01-04,9780,25,6661,516,Air,XPO,TRK6182739999
6219,6434,2025-10-07,1424,13,7938,117,FTL,FedEx,TRK9568663389
6220,6435,2026-09-01,33784,9,3949,510,LTL,XPO,TRK2864466398
6221,6436,2026-12-26,37874,28,8609,131,LTL,UPS,TRK1970127524
6222,6436,2026-12-28,37874,28,8609,489,Air,UPS,TRK9014504076
6223,6438,2026-01-07,45695,10,2662,220,LTL,Maersk,TRK1382439973
6224,6439,2026-02-03,46939,20,2206,31,Air,FedEx,TRK3417120402
6225,6439,2026-02-05,46939,20,2206,200,FTL,Maersk,TRK1046110622
6226,6440,2026-02-06,31244,25,6812,97,Parcel,DHL,TRK2050400393
6227,6440,2026-02-08,31244,25,6812,363,LTL,DB Schenker,TRK6558688205
6228,6441,2025-05-22,3985,3,3099,37,FTL,FedEx,TRK7751433575
6229,6441,2025-05-24,3985,3,3099,260,LTL,DB Schenker,TRK4295030435
6230,6443,2025-10-11,4461,32,6827,464,Air,DHL,TRK7179354199
6231,6444,2026-01-21,38782,2,5256,194,FTL,DHL,TRK2266234828
6232,6445,2024-08-24,49968,32,81,235,LTL,UPS,TRK9158066858
6233,6446,2025-03-10,17084,26,7798,223,Parcel,XPO,TRK6523925085
6234,6447,2026-09-07,29536,10,9853,462,Air,DHL,TRK6833688821
6235,6448,2026-07-10,2965,23,62,516,FTL,DHL,TRK2876730918
6236,6449,2025-04-20,43587,13,4225,443,LTL,DB Schenker,TRK4279678583
6237,6450,2026-06-26,1503,15,9550,108,FTL,XPO,TRK3603787835
6238,6451,2025-01-10,746,11,1438,28,FTL,DB Schenker,TRK9596136222
6239,6452,2026-11-30,43947,24,8243,331,LTL,DB Schenker,TRK7578705227
6240,6452,2026-12-02,43947,24,8243,410,LTL,Maersk,TRK6418352538
6241,6453,2024-12-07,43663,1,597,77,LTL,Maersk,TRK4944180723
6242,6453,2024-12-09,43663,1,597,353,FTL,Maersk,TRK1113731695
6243,6454,2026-01-09,1753,11,7116,127,Parcel,XPO,TRK8672891938
6244,6454,2026-01-11,1753,11,7116,445,Parcel,UPS,TRK4609447229
6245,6455,2026-10-16,2835,31,3027,115,Parcel,DHL,TRK2336145458
6246,6457,2025-10-16,45727,4,6194,7,Parcel,XPO,TRK3904326239
6247,6457,2025-10-18,45727,4,6194,12,Parcel,UPS,TRK5789208257
6248,6458,2025-07-05,9067,15,154,5,FTL,DB Schenker,TRK2090153641
6249,6458,2025-07-07,9067,15,154,6,Air,DB Schenker,TRK3755597841
6250,6459,2025-05-31,19334,10,3790,56,FTL,FedEx,TRK8909921949
6251,6460,2026-08-27,19895,12,3414,45,LTL,Maersk,TRK4501343902
6252,6461,2024-08-31,21664,5,9196,527,Parcel,UPS,TRK5016799259
6253,6462,2026-09-11,4282,27,7221,237,Air,UPS,TRK2148421138
6254,6463,2025-01-06,6053,35,1120,658,LTL,FedEx,TRK5041281263
6255,6464,2027-01-04,1371,28,6639,211,LTL,XPO,TRK7017133094
6256,6466,2024-11-13,7458,26,1469,639,Air,Maersk,TRK3053243547
6257,6467,2024-11-11,3781,4,5672,673,Air,FedEx,TRK9027292755
6258,6468,2026-01-25,11550,13,1067,186,Air,Maersk,TRK5084734218
6259,6468,2026-01-27,11550,13,1067,482,Air,DB Schenker,TRK6262038765
6260,6470,2025-05-25,31217,6,1095,246,FTL,FedEx,TRK2711020675
6261,6471,2027-01-07,7349,10,3284,89,LTL,DB Schenker,TRK7313137206
6262,6472,2026-04-19,20161,27,4552,189,LTL,XPO,TRK9787175593
6263,6473,2025-01-30,7062,5,4224,561,Air,Maersk,TRK2435545839
6264,6474,2025-10-11,43099,30,1078,345,Air,DB Schenker,TRK7688097467
6265,6475,2027-02-13,31410,17,2465,98,Parcel,XPO,TRK7717718738
6266,6477,2026-05-26,7464,16,5725,275,LTL,FedEx,TRK6289778657
6267,6481,2026-09-10,24933,24,8264,84,FTL,DB Schenker,TRK4930698935
6268,6481,2026-09-12,24933,24,8264,454,LTL,UPS,TRK8542098607
6269,6482,2025-06-13,6204,14,431,215,Parcel,FedEx,TRK8310929874
6270,6483,2025-04-09,20738,3,2698,22,Parcel,DB Schenker,TRK9315021631
6271,6484,2025-03-03,8026,2,830,623,Parcel,UPS,TRK6166138317
6272,6485,2024-10-10,6321,26,8913,150,Parcel,FedEx,TRK9761869843
6273,6486,2027-01-14,44158,7,4181,608,Parcel,FedEx,TRK2337704260
6274,6487,2024-12-14,42842,14,2244,91,FTL,UPS,TRK9736855633
6275,6487,2024-12-16,42842,14,2244,51,Air,DB Schenker,TRK8981621543
6276,6488,2025-03-22,16971,2,1288,26,LTL,FedEx,TRK9125272967
6277,6488,2025-03-24,16971,2,1288,247,Air,Maersk,TRK4292555378
6278,6489,2026-11-10,2278,11,445,169,Air,XPO,TRK5457984311
6279,6490,2024-11-28,39170,24,5351,32,FTL,DHL,TRK7648318945
6280,6492,2025-01-19,5389,13,9557,629,Air,FedEx,TRK2521066706
6281,6493,2026-05-02,6797,4,1389,315,Parcel,DB Schenker,TRK6257210737
6282,6494,2025-05-15,7337,15,7152,322,Air,Maersk,TRK2114327422
6283,6495,2025-07-19,1378,34,3243,310,Parcel,UPS,TRK4358292699
6284,6497,2026-08-16,1675,34,345,454,FTL,FedEx,TRK6775082387
6285,6499,2027-01-17,9431,4,1990,506,FTL,XPO,TRK4489605918
6286,6500,2026-01-21,20960,6,7401,11,Air,DHL,TRK6744690804
6287,6502,2026-04-02,8556,17,8837,88,Parcel,UPS,TRK1262336499
6288,6504,2025-03-14,32116,23,3738,571,LTL,DB Schenker,TRK4741629379
6289,6506,2024-10-18,32024,4,2131,398,FTL,UPS,TRK8744652379
6290,6508,2026-05-09,47510,27,6445,643,FTL,FedEx,TRK4377281093
6291,6509,2025-05-04,3542,21,7611,256,Parcel,DB Schenker,TRK9002977081
6292,6510,2025-04-01,2443,32,618,276,Parcel,XPO,TRK9372775829
6293,6511,2024-10-22,7429,33,9286,503,Parcel,FedEx,TRK1403749648
6294,6512,2026-10-30,16999,25,2985,620,Parcel,FedEx,TRK6359518524
6295,6513,2025-07-21,7290,27,8623,665,Parcel,UPS,TRK7358743690
6296,6514,2024-09-09,49666,35,3180,569,FTL,XPO,TRK2445505390
6297,6515,2025-04-18,5381,19,1006,6,FTL,FedEx,TRK9948392500
6298,6515,2025-04-20,5381,19,1006,15,FTL,XPO,TRK4906624543
6299,6516,2024-09-03,33484,10,5928,321,LTL,UPS,TRK8634255471
6300,6517,2025-09-10,45871,15,2463,334,FTL,Maersk,TRK8350472730
6301,6518,2026-09-01,242,13,7384,392,Air,FedEx,TRK5896194795
6302,6519,2025-12-10,8316,8,4362,651,LTL,DHL,TRK2603876479
6303,6520,2024-10-11,46413,12,5827,223,LTL,DHL,TRK3135520046
6304,6521,2026-03-20,8706,20,1241,290,Parcel,DB Schenker,TRK2603072270
6305,6522,2026-07-26,42718,20,3928,246,Air,DHL,TRK5482541313
6306,6522,2026-07-28,42718,20,3928,166,Parcel,XPO,TRK5746248564
6307,6523,2026-01-18,5990,20,9518,208,Air,Maersk,TRK5051281493
6308,6523,2026-01-20,5990,20,9518,225,LTL,FedEx,TRK2431948541
6309,6524,2026-03-05,2509,16,2063,214,FTL,XPO,TRK9119252439
6310,6524,2026-03-07,2509,16,2063,147,LTL,DB Schenker,TRK9819273721
6311,6525,2026-12-29,20590,5,553,75,Parcel,DB Schenker,TRK3114595103
6312,6526,2025-09-29,36616,7,6293,87,Parcel,XPO,TRK5873014375
6313,6526,2025-10-01,36616,7,6293,170,Parcel,FedEx,TRK4536041465
6314,6527,2024-12-21,28124,26,5071,559,Air,DB Schenker,TRK7890976891
6315,6528,2025-12-10,20471,7,5,348,FTL,Maersk,TRK2207660551
6316,6530,2025-05-25,25915,7,3836,528,FTL,DHL,TRK9834068434
6317,6531,2025-12-09,9207,8,9878,610,LTL,Maersk,TRK5056829686
6318,6532,2026-05-29,39957,10,1053,143,FTL,UPS,TRK9811538152
6319,6535,2025-01-15,10776,25,9279,384,Parcel,DHL,TRK3912523128
6320,6536,2026-02-02,3007,4,5209,408,FTL,DHL,TRK1634382933
6321,6537,2026-06-24,1691,20,482,291,FTL,XPO,TRK5930899488
6322,6537,2026-06-26,1691,20,482,437,Parcel,XPO,TRK4065711402
6323,6538,2026-11-07,4255,15,1267,476,LTL,XPO,TRK6158840262
6324,6539,2024-10-26,2941,15,7822,14,LTL,XPO,TRK9595113256
6325,6539,2024-10-28,2941,15,7822,39,FTL,DB Schenker,TRK2637433415
6326,6540,2024-12-12,33755,2,5288,221,FTL,FedEx,TRK3886577171
6327,6541,2025-05-31,5004,1,9891,597,LTL,DB Schenker,TRK7061856718
6328,6542,2025-07-22,9128,12,1820,626,Parcel,XPO,TRK1664608760
6329,6544,2026-08-13,3493,1,8318,250,Air,Maersk,TRK7993470857
6330,6544,2026-08-15,3493,1,8318,161,Air,FedEx,TRK1904799616
6331,6545,2025-09-18,1344,3,5275,184,LTL,DHL,TRK4338442808
6332,6545,2025-09-20,1344,3,5275,510,Air,DHL,TRK8038414155
6333,6546,2026-09-25,3858,8,2321,5,Parcel,FedEx,TRK9521767008
6334,6547,2024-09-11,49264,7,7688,561,LTL,UPS,TRK6064776589
6335,6548,2026-10-09,32203,24,5591,471,Parcel,Maersk,TRK2215191670
6336,6550,2025-07-29,33834,29,4540,212,LTL,UPS,TRK8818852157
6337,6550,2025-07-31,33834,29,4540,186,FTL,DHL,TRK2247618444
6338,6551,2025-07-18,4678,1,5620,187,Parcel,FedEx,TRK5164472755
6339,6552,2024-10-18,3506,22,583,463,Parcel,DHL,TRK5166896739
6340,6553,2024-10-06,6487,24,8037,174,Parcel,FedEx,TRK9228547009
6341,6554,2025-07-01,17756,31,1459,73,Parcel,DB Schenker,TRK1920214930
6342,6556,2026-11-07,10589,17,3470,577,Air,Maersk,TRK8782062581
6343,6557,2025-11-16,48291,17,666,16,FTL,DHL,TRK5705490401
6344,6557,2025-11-18,48291,17,666,16,LTL,XPO,TRK2678569322
6345,6558,2025-06-11,7824,33,2468,31,FTL,XPO,TRK5178061793
6346,6559,2024-12-29,42032,3,9865,342,Air,FedEx,TRK4088953157
6347,6561,2025-03-09,8382,22,5641,531,FTL,FedEx,TRK2059861474
6348,6563,2025-09-29,10904,19,335,535,Parcel,UPS,TRK2461165783
6349,6564,2025-09-30,4622,26,5631,468,FTL,FedEx,TRK3284487544
6350,6564,2025-10-02,4622,26,5631,295,Air,FedEx,TRK3197561141
6351,6565,2025-01-31,21259,23,208,67,FTL,UPS,TRK4076555191
6352,6566,2026-02-08,34702,22,3024,50,LTL,DB Schenker,TRK4213643155
6353,6567,2026-05-18,42690,28,2970,639,Parcel,DHL,TRK5231374183
6354,6568,2025-12-07,7185,6,629,537,LTL,Maersk,TRK2360947943
6355,6569,2025-03-10,44308,11,6574,665,Air,DHL,TRK1685739019
6356,6570,2025-06-14,44155,27,6018,581,LTL,DB Schenker,TRK3463161644
6357,6571,2025-05-14,5590,14,6143,606,Parcel,XPO,TRK2459291892
6358,6572,2025-09-10,24767,16,1334,119,FTL,Maersk,TRK5634515112
6359,6573,2027-01-01,18173,33,9545,509,LTL,XPO,TRK9206039871
6360,6574,2025-06-16,5085,3,752,38,FTL,XPO,TRK4836631107
6361,6574,2025-06-18,5085,3,752,167,Air,Maersk,TRK9090117688
6362,6575,2025-05-01,19909,24,8702,72,FTL,Maersk,TRK9281010139
6363,6577,2024-10-25,8658,18,3459,72,LTL,DHL,TRK3151649177
6364,6580,2026-10-30,4712,11,3264,496,LTL,UPS,TRK3564753841
6365,6581,2026-09-11,22876,31,5575,504,Air,XPO,TRK2650501744
6366,6583,2025-02-14,6791,34,8881,297,LTL,FedEx,TRK9727819964
6367,6585,2026-05-10,6433,13,8009,130,LTL,FedEx,TRK2757262355
6368,6585,2026-05-12,6433,13,8009,239,LTL,UPS,TRK8195257233
6369,6586,2025-03-18,3171,17,6299,234,LTL,DB Schenker,TRK3083045637
6370,6587,2025-01-20,42561,15,4693,111,Air,DB Schenker,TRK2606164390
6371,6588,2024-11-26,887,31,8041,153,Air,XPO,TRK5072430783
6372,6589,2025-12-03,49114,18,420,36,FTL,Maersk,TRK4401174423
6373,6590,2025-06-07,43207,33,2696,68,FTL,DHL,TRK3211117121
6374,6590,2025-06-09,43207,33,2696,537,Air,FedEx,TRK6851188051
